j,10,20,30,40,50,60,70,80,90,100
1,275050791.4,471658744.8,829718859.8,985228529.4,1150202084.6,1320314725.8,1522466624,2111240469,2311753103.4,2508556608
2,209333281.2,444901938,806098551.2,977274162.4,1142298156.2,1313409434.4,1523907334.4,2080869010.4,2280292963.8,2531773912.6
4,182815732.2,441179105.8,756868391.6,981099622,1056200668.4,1309707841.8,1526308729.8,1946837767.2,1996813057.8,1961483102.6
8,184224328.6,311537463.4,637410117,908057897.4,1048132461.2,988880669.2,1260087644.2,1836153410.2,2022470637.8,2030607909.2
16,180790334.4,305811402,636995032.2,824091509.6,963951328,885916640.8,1115576652.8,1352434134.8,1738003594.8,2175361986
