1,2268533029
2,748365814.8
3,788295792.8
4,749693891.8
5,751880640.2
6,759630883.6
7,722377419.2
8,738097514
9,750133221.6
10,752969729.8
11,776079491.6
12,733541513.4
13,737299959.6
14,751414795
15,729562483.6
16,736474671.8
17,796627107.2
18,734490630.2
19,729537041.4
20,727857338.4
21,738947212.8
22,745439092.4
23,747470129
24,766342248.4
25,728787720.2
26,740253217.8
27,753119617.8
28,719249314
29,744584756.4
30,735650573.6
31,728412114.4
32,718171955.6
